agency,date,time,event_num,incident_num,nature_code,Nature_Description,beat_zone,event_source,disposition_code,Hour,Year,Num,NumDay,NumMonth,YearMon,Location,NatureMajor
SRP,06/08/2017 12:00:00 AM,1140,171590144,,SLEEPER,SUBJ SLEEPING,2,PHONE,HRI,11,2017,1,4 Thu,,2017_06,"(38.46086004733648, -122.72446883277208)",SUBJ SLEEPING
SRP,02/11/2017 12:00:00 AM,0608,170420053,,UNWANTED,UNWANTED GUEST,2,PHONE,HRI,6,2017,1,6 Sat,,2017_02,"(38.46155660492562, -122.71713126397778)",UNWANTED GUEST
SRP,08/07/2017 12:00:00 AM,0912,172190078,170010331,1154O,SUSPICIOUS VEH OCCUPIED,3,PHONE,HRI,9,2017,1,1 Mon,,2017_08,"(38.45209213714215, -122.75282226262027)",SUSPICIOUS VEH OCCUPIED
SRP,08/14/2017 12:00:00 AM,0929,172260072,,602,TRESPASS,1,PHONE,HRI,9,2017,1,1 Mon,,2017_08,"(38.46413797432909, -122.72765237846026)",OTHER
SRP,05/04/2017 12:00:00 AM,0700,171240061,,1017,SECURITYCHECK,2,OFFICER,HRI,7,2017,1,4 Thu,,2017_05,"(38.46253228812987, -122.72447880314145)",SECURITYCHECK
SRP,01/27/2017 12:00:00 AM,0718,170270067,,1017,SECURITYCHECK,1,OFFICER,HRI,7,2017,1,5 Fri,,2017_01,"(38.4768582578254, -122.7361865992101)",SECURITYCHECK
SRP,01/16/2017 12:00:00 AM,0222,170160029,170000653,1062,MEET CITIZEN,6,PHONE,HRI,2,2017,1,1 Mon,,2017_01,"(38.4437990464666, -122.70135967505665)",OTHER
SRP,07/21/2017 12:00:00 AM,1745,172020241,,CO,COUNTY / CITY ORDINANCE,8,PHONE,HRI,17,2017,1,5 Fri,,2017_07,"(38.415267541670765, -122.7082451550249)",COUNTY / CITY ORDINANCE
SRP,02/03/2017 12:00:00 AM,1543,170340215,170001527,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,15,2017,1,5 Fri,,2017_02,"(38.44421435650383, -122.7265836118993)",OUT WITH SUBJECT
SRP,01/11/2017 12:00:00 AM,2030,170110352,,OWS,OUT WITH SUBJECT,3,OFFICER,HRI,20,2017,1,3 Wed,,2017_01,"(38.4568308993135, -122.75210389567096)",OUT WITH SUBJECT
SRP,08/08/2017 12:00:00 AM,0009,172200003,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,0,2017,1,2 Tue,,2017_08,"(38.435213716743945, -122.7136969931988)",OUT WITH SUBJECT
SRP,01/25/2017 12:00:00 AM,0947,170250108,170001063,1066,SUSPICIOUS PERSON,7,PHONE,HRI,9,2017,1,3 Wed,,2017_01,"(38.42483849368861, -122.72048048525846)",SUSPICIOUS PERSON
SRP,01/02/2017 12:00:00 AM,1827,170020175,,UNWANTED,UNWANTED GUEST,9,PHONE,HRI,18,2017,1,1 Mon,,2017_01,"(38.44032372120971, -122.71462785542487)",UNWANTED GUEST
SRP,06/27/2017 12:00:00 AM,1637,171780289,,415JO,DISTURBANCE JUST OCCURRED,9,PHONE,HRI,16,2017,1,2 Tue,,2017_06,"(38.44110965184029, -122.71497787604729)",OTHER
SRP,07/09/2017 12:00:00 AM,0312,171900056,,1154O,SUSPICIOUS VEH OCCUPIED,5,PHONE,HRI,3,2017,1,0 Sun,,2017_07,"(38.441736042425646, -122.76093565640156)",SUSPICIOUS VEH OCCUPIED
SRP,04/21/2017 12:00:00 AM,0646,171110036,,1066,SUSPICIOUS PERSON,2,PHONE,HRI,6,2017,1,5 Fri,,2017_04,"(38.44863361147134, -122.72380365650662)",SUSPICIOUS PERSON
SRP,04/03/2017 12:00:00 AM,1138,170930145,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,11,2017,1,1 Mon,,2017_04,"(38.43870389884352, -122.71368994743042)",OUT WITH SUBJECT
SRP,03/20/2017 12:00:00 AM,1700,170790272,,1017,SECURITYCHECK,8,OFFICER,HRI,17,2017,1,1 Mon,,2017_03,"(38.4084362309929, -122.71348905459656)",SECURITYCHECK
SRP,08/07/2017 12:00:00 AM,0928,172190087,,1017,SECURITYCHECK,8,OFFICER,HRI,9,2017,1,1 Mon,,2017_08,"(38.43974627774429, -122.69722800642096)",SECURITYCHECK
SRP,08/15/2017 12:00:00 AM,0909,172270098,,SLEEPER,SUBJ SLEEPING,9,PHONE,HRI,9,2017,1,2 Tue,,2017_08,"(38.433977371938816, -122.71202288314579)",SUBJ SLEEPING
SRP,02/11/2017 12:00:00 AM,1810,170420238,,647F,DRUNK IN PUBLIC,2,PHONE,HRI,18,2017,1,6 Sat,,2017_02,"(38.45898052087518, -122.71674570039349)",OTHER
SRP,04/14/2017 12:00:00 AM,1007,171040144,,CTW,CHECK THE WELFARE,1,PHONE,HRI,10,2017,1,5 Fri,,2017_04,"(38.460318971537916, -122.73578918908589)",CHECK THE WELFARE
SRP,02/27/2017 12:00:00 AM,1040,170580094,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,10,2017,1,1 Mon,,2017_02,"(38.441714476699346, -122.72543743113222)",COUNTY / CITY ORDINANCE
SRP,12/29/2016 12:00:00 AM,1854,163640302,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,18,2016,1,4 Thu,,2016_12,"(38.44322728580578, -122.7073141463161)",COUNTY / CITY ORDINANCE
SRP,06/05/2017 12:00:00 AM,1615,171560270,,CTW,CHECK THE WELFARE,9,PHONE,HRI,16,2017,1,1 Mon,,2017_06,"(38.43972095592681, -122.71971925262682)",CHECK THE WELFARE
SRP,06/08/2017 12:00:00 AM,0750,171590043,,647F,DRUNK IN PUBLIC,9,PHONE,HRI,7,2017,1,4 Thu,,2017_06,"(38.439903912357785, -122.71679181411962)",OTHER
SRP,11/08/2016 12:00:00 AM,1411,163130243,,1066,SUSPICIOUS PERSON,2,PHONE,HRI,14,2016,1,2 Tue,,2016_11,"(38.46130254451317, -122.71691916767281)",SUSPICIOUS PERSON
SRP,08/03/2017 12:00:00 AM,1317,172150241,,602,TRESPASS,6,PHONE,HRI,13,2017,1,4 Thu,,2017_08,"(38.45139386263442, -122.67092856139925)",OTHER
SRP,01/27/2017 12:00:00 AM,2226,170270421,,1154O,SUSPICIOUS VEH OCCUPIED,1,OFFICER,HRI,22,2017,1,5 Fri,,2017_01,"(38.4760027104614, -122.73642929047234)",SUSPICIOUS VEH OCCUPIED
SRP,11/16/2016 12:00:00 AM,1115,163210136,160015528,602,TRESPASS,5,OFFICER,HRI,11,2016,1,3 Wed,,2016_11,"(38.42761470647721, -122.73916678536578)",OTHER
SRP,12/28/2016 12:00:00 AM,1331,163630176,,UNWANTED,UNWANTED GUEST,5,PHONE,HRI,13,2016,1,3 Wed,,2016_12,"(38.42757537436206, -122.74101999352882)",UNWANTED GUEST
SRP,07/11/2017 12:00:00 AM,1505,171920299,,FPROP,FOUND PROPERTY,9,PHONE,HRI,15,2017,1,2 Tue,,2017_07,"(38.43778303348692, -122.71117400627791)",OTHER
SRP,03/05/2017 12:00:00 AM,1926,170640257,,1066,SUSPICIOUS PERSON,2,PHONE,HRI,19,2017,1,0 Sun,,2017_03,"(38.45879931371952, -122.71718391486912)",SUSPICIOUS PERSON
SRP,03/13/2017 12:00:00 AM,1324,170720139,,OWS,OUT WITH SUBJECT,5,OFFICER,HRI,13,2017,1,1 Mon,,2017_03,"(38.431958610605285, -122.7257782906095)",OUT WITH SUBJECT
SRP,01/17/2017 12:00:00 AM,1351,170170215,170000713,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,13,2017,1,2 Tue,,2017_01,"(38.44019916261742, -122.72273366414593)",OUT WITH SUBJECT
SRP,04/19/2017 12:00:00 AM,0814,171090085,,1017,SECURITYCHECK,1,OFFICER,HRI,8,2017,1,3 Wed,,2017_04,"(38.47797889165056, -122.73571258456228)",SECURITYCHECK
SRP,01/24/2017 12:00:00 AM,2309,170240503,,1154,SUSPICIOUS VEHICLE,1,OFFICER,HRI,23,2017,1,2 Tue,,2017_01,"(38.48081416114535, -122.7376456892616)",SUSPICIOUS VEHICLE
SRP,06/21/2017 12:00:00 AM,1506,171720281,,602,TRESPASS,1,PHONE,HRI,15,2017,1,3 Wed,,2017_06,"(38.4590392388321, -122.73364568669696)",OTHER
SRP,04/18/2017 12:00:00 AM,1308,171080229,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,13,2017,1,2 Tue,,2017_04,"(38.460144819628546, -122.72816700364481)",OUT WITH SUBJECT
SRP,05/17/2017 12:00:00 AM,0954,171370109,,FU,FOLLOW UP / INVESTIGATE,9,OFFICER,HRI,9,2017,1,3 Wed,,2017_05,"(38.43972095592681, -122.71971925262682)",OTHER
SRP,05/19/2017 12:00:00 AM,1510,171390228,170006609,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,15,2017,1,5 Fri,,2017_05,"(38.43436960037504, -122.71874720449728)",OUT WITH SUBJECT
SRP,03/22/2017 12:00:00 AM,2125,170810313,,UNWANTED,UNWANTED GUEST,1,PHONE,HRI,21,2017,1,3 Wed,,2017_03,"(38.4760027104614, -122.73642929047234)",UNWANTED GUEST
SRP,12/08/2016 12:00:00 AM,1028,163430114,,415,DISTURBANCE,2,PHONE,HRI,10,2016,1,4 Thu,,2016_12,"(38.457473572796516, -122.71620674692524)",DISTURBANCE
SRP,06/13/2017 12:00:00 AM,0632,171640058,,UNWANTED,UNWANTED GUEST,2,PHONE,HRI,6,2017,1,2 Tue,,2017_06,"(38.47161755135453, -122.72598208522727)",UNWANTED GUEST
SRP,04/02/2017 12:00:00 AM,1839,170920222,,415M,DISTURBANCE MUSIC,9,PHONE,HRI,18,2017,1,0 Sun,,2017_04,"(38.43773466382774, -122.70921491294924)",OTHER
SRP,02/23/2017 12:00:00 AM,0015,170540003,,OWS,OUT WITH SUBJECT,2,OFFICER,HRI,0,2017,1,4 Thu,,2017_02,"(38.460667911055666, -122.71917937423112)",OUT WITH SUBJECT
SRP,05/09/2017 12:00:00 AM,2145,171290385,,FIGHT,FIGHT,2,PHONE,HRI,21,2017,1,2 Tue,,2017_05,"(38.44618817401978, -122.71744144855994)",OTHER
SRP,04/05/2017 12:00:00 AM,0850,170950093,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,8,2017,1,3 Wed,,2017_04,"(38.43972095592681, -122.71971925262682)",OUT WITH SUBJECT
SRP,06/22/2017 12:00:00 AM,0914,171730110,,1066,SUSPICIOUS PERSON,5,PHONE,HRI,9,2017,1,4 Thu,,2017_06,"(38.44171061495801, -122.73387631658107)",SUSPICIOUS PERSON
SRP,08/12/2017 12:00:00 AM,1204,172240146,170010575,647F,DRUNK IN PUBLIC,6,PHONE,HRI,12,2017,1,6 Sat,,2017_08,"(38.44944221837727, -122.67926274111319)",OTHER
SRP,03/27/2017 12:00:00 AM,0852,170860058,170004003,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,8,2017,1,1 Mon,,2017_03,"(38.43972095592681, -122.71971925262682)",COUNTY / CITY ORDINANCE
SRP,02/18/2017 12:00:00 AM,0942,170490097,,AASR,AGENCY ASSIST - BY SANTA ROSA PD,1,PHONE,HRI,9,2017,1,6 Sat,,2017_02,"(38.45996847493274, -122.7326075133945)",OTHER
SRP,03/18/2017 12:00:00 AM,0918,170770108,,OWS,OUT WITH SUBJECT,8,OFFICER,HRI,9,2017,1,6 Sat,,2017_03,"(38.427936909405204, -122.71012655284645)",OUT WITH SUBJECT
SRP,01/12/2017 12:00:00 AM,1131,170120188,,SLEEPER,SUBJ SLEEPING,6,PHONE,HRI,11,2017,1,4 Thu,,2017_01,"(38.45794162943269, -122.67116465389022)",SUBJ SLEEPING
SRP,11/17/2016 12:00:00 AM,0156,163220014,,1017,SECURITYCHECK,1,OFFICER,HRI,1,2016,1,4 Thu,,2016_11,"(38.47468541086187, -122.74017778142225)",SECURITYCHECK
SRP,02/12/2017 12:00:00 AM,2118,170430270,,MD,MAN DOWN,3,PHONE,HRI,21,2017,1,0 Sun,,2017_02,"(38.45464809466831, -122.76999554477734)",MAN DOWN
SRP,06/26/2017 12:00:00 AM,1801,171770360,,1066,SUSPICIOUS PERSON,5,PHONE,HRI,18,2017,1,1 Mon,,2017_06,"(38.4283544879395, -122.74113628582506)",SUSPICIOUS PERSON
SRP,11/12/2016 12:00:00 AM,0908,163170090,,415JO,DISTURBANCE JUST OCCURRED,9,PHONE,HRI,9,2016,1,6 Sat,,2016_11,"(38.439923617465936, -122.71936517088113)",OTHER
SRP,04/06/2017 12:00:00 AM,1256,170960224,,UNWANTED,UNWANTED GUEST,6,PHONE,HRI,12,2017,1,4 Thu,,2017_04,"(38.44798528266903, -122.68788406537341)",UNWANTED GUEST
SRP,08/15/2017 12:00:00 AM,0730,172270053,,MD,MAN DOWN,7,PHONE,HRI,7,2017,1,2 Tue,,2017_08,"(38.4268486016022, -122.74130568420506)",MAN DOWN
SRP,03/02/2017 12:00:00 AM,0906,170610080,,CO,COUNTY / CITY ORDINANCE,1,PHONE,HRI,9,2017,1,4 Thu,,2017_03,"(38.47131400413952, -122.73144544184301)",COUNTY / CITY ORDINANCE
SRP,05/23/2017 12:00:00 AM,0353,171430023,170006748,1066,SUSPICIOUS PERSON,9,PHONE,HRI,3,2017,1,2 Tue,,2017_05,"(38.440971421910795, -122.7191103668332)",SUSPICIOUS PERSON
SRP,12/12/2016 12:00:00 AM,1103,163470122,,OWS,OUT WITH SUBJECT,3,OFFICER,HRI,11,2016,1,1 Mon,,2016_12,"(38.454031912629205, -122.77139273037533)",OUT WITH SUBJECT
SRP,05/05/2017 12:00:00 AM,2109,171250405,,1066,SUSPICIOUS PERSON,2,PHONE,HRI,21,2017,1,5 Fri,,2017_05,"(38.443058335241695, -122.70395360725112)",SUSPICIOUS PERSON
SRP,01/13/2017 12:00:00 AM,1813,170130287,,IC,IN CUSTODY,1,PHONE,HRI,18,2017,1,5 Fri,,2017_01,"(38.45712578193403, -122.73140148356234)",OTHER
SRP,04/14/2017 12:00:00 AM,1014,171040153,,1066,SUSPICIOUS PERSON,9,OFFICER,HRI,10,2017,1,5 Fri,,2017_04,"(38.43875860316739, -122.72168216948393)",SUSPICIOUS PERSON
SRP,02/20/2017 12:00:00 AM,0834,170510063,,OWS,OUT WITH SUBJECT,6,OFFICER,HRI,8,2017,1,1 Mon,,2017_02,"(38.45794162943269, -122.67116465389022)",OUT WITH SUBJECT
SRP,12/06/2016 12:00:00 AM,0713,163410040,,CO,COUNTY / CITY ORDINANCE,4,PHONE,HRI,7,2016,1,2 Tue,,2016_12,"(38.4669506154315, -122.65498377415348)",COUNTY / CITY ORDINANCE
SRP,03/05/2017 12:00:00 AM,0732,170640062,,602,TRESPASS,9,PHONE,HRI,7,2017,1,0 Sun,,2017_03,"(38.44539451936879, -122.7161241076912)",OTHER
SRP,08/06/2017 12:00:00 AM,1532,172180165,,1017,SECURITYCHECK,9,PHONE,HRI,15,2017,1,0 Sun,,2017_08,"(38.435213716743945, -122.7136969931988)",SECURITYCHECK
SRP,08/08/2017 12:00:00 AM,1727,172200370,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,17,2017,1,2 Tue,,2017_08,"(38.44032245010557, -122.72102062505091)",COUNTY / CITY ORDINANCE
SRP,05/12/2017 12:00:00 AM,1327,171320220,,CO,COUNTY / CITY ORDINANCE,6,PHONE,HRI,13,2017,1,5 Fri,,2017_05,"(38.426490008303155, -122.66677474778427)",COUNTY / CITY ORDINANCE
SRP,11/29/2016 12:00:00 AM,1117,163340163,,CO,COUNTY / CITY ORDINANCE,6,PHONE,HRI,11,2016,1,2 Tue,,2016_11,"(38.454510309763364, -122.67615056814171)",COUNTY / CITY ORDINANCE
SRP,03/14/2017 12:00:00 AM,0503,170730036,,1017,SECURITYCHECK,6,OFFICER,HRI,5,2017,1,2 Tue,,2017_03,"(38.45233524694686, -122.67431415346742)",SECURITYCHECK
SRP,04/05/2017 12:00:00 AM,1135,170950144,,UNWANTED,UNWANTED GUEST,1,PHONE,HRI,11,2017,1,3 Wed,,2017_04,"(38.46023769363311, -122.72955093743842)",UNWANTED GUEST
SRP,02/21/2017 12:00:00 AM,2138,170520356,,415U,DISTURBANCE UNWANTED GUEST,2,PHONE,HRI,21,2017,1,2 Tue,,2017_02,"(38.463474820670896, -122.71732863652257)",DISTURBANCE UNWANTED GUEST
SRP,03/28/2017 12:00:00 AM,0753,170870049,,OWS,OUT WITH SUBJECT,2,OFFICER,HRI,7,2017,1,2 Tue,,2017_03,"(38.46240071476469, -122.71828178169687)",OUT WITH SUBJECT
SRP,11/05/2016 12:00:00 AM,0723,163100084,,SLEEPER,SUBJ SLEEPING,1,PHONE,HRI,7,2016,1,6 Sat,,2016_11,"(38.45197241771473, -122.73170143064365)",SUBJ SLEEPING
SRP,07/11/2017 12:00:00 AM,2231,171920433,,SLEEPER,SUBJ SLEEPING,1,PHONE,HRI,22,2017,1,2 Tue,,2017_07,"(38.460283839413584, -122.73180749581735)",SUBJ SLEEPING
SRP,02/25/2017 12:00:00 AM,0325,170560023,,SLEEPER,SUBJ SLEEPING,1,PHONE,HRI,3,2017,1,6 Sat,,2017_02,"(38.47461416150562, -122.73326071016473)",SUBJ SLEEPING
SRP,04/03/2017 12:00:00 AM,0724,170930059,,415U,DISTURBANCE UNWANTED GUEST,9,PHONE,HRI,7,2017,1,1 Mon,,2017_04,"(38.440726791375035, -122.71958972371435)",DISTURBANCE UNWANTED GUEST
SRP,01/15/2017 12:00:00 AM,1245,170150144,,647F,DRUNK IN PUBLIC,9,PHONE,HRI,12,2017,1,0 Sun,,2017_01,"(38.43878829658896, -122.70845378191659)",OTHER
SRP,12/01/2016 12:00:00 AM,0053,163360006,,UNWANTED,UNWANTED GUEST,2,PHONE,HRI,0,2016,1,4 Thu,,2016_12,"(38.44610303611899, -122.71832748523616)",UNWANTED GUEST
SRP,01/07/2017 12:00:00 AM,1941,170070209,,415,DISTURBANCE,3,PHONE,HRI,19,2017,1,6 Sat,,2017_01,"(38.46851652881702, -122.74976797613803)",DISTURBANCE
SRP,02/06/2017 12:00:00 AM,1804,170370260,170001658,415JO,DISTURBANCE JUST OCCURRED,1,PHONE,HRI,18,2017,1,1 Mon,,2017_02,"(38.45882722340544, -122.72852725519853)",OTHER
SRP,01/13/2017 12:00:00 AM,1039,170130125,,594JO,VANDALISM JUST OCCURRED,9,PHONE,HRI,10,2017,1,5 Fri,,2017_01,"(38.44331195939745, -122.71807248154775)",OTHER
SRP,05/26/2017 12:00:00 AM,2006,171460423,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,20,2017,1,5 Fri,,2017_05,"(38.459950925015114, -122.7262512047182)",OUT WITH SUBJECT
SRP,12/31/2016 12:00:00 AM,1208,163660104,160017526,CTW,CHECK THE WELFARE,9,PHONE,HRI,12,2016,1,6 Sat,,2016_12,"(38.436025632212555, -122.7213578232478)",CHECK THE WELFARE
SRP,12/10/2016 12:00:00 AM,0959,163450084,,CO,COUNTY / CITY ORDINANCE,1,PHONE,HRI,9,2016,1,6 Sat,,2016_12,"(38.449159202490975, -122.72930515193445)",COUNTY / CITY ORDINANCE
SRP,06/26/2017 12:00:00 AM,1307,171770250,170008342,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,13,2017,1,1 Mon,,2017_06,"(38.44007946301043, -122.7137176484884)",OUT WITH SUBJECT
SRP,06/28/2017 12:00:00 AM,0158,171790014,,415N,DISTURBANCE NOISE GENERAL,9,PHONE,HRI,1,2017,1,3 Wed,,2017_06,"(38.443539958242205, -122.72290361883007)",OTHER
SRP,06/02/2017 12:00:00 AM,0752,171530049,,1066,SUSPICIOUS PERSON,2,PHONE,HRI,7,2017,1,5 Fri,,2017_06,"(38.47042441418774, -122.72005650092703)",SUSPICIOUS PERSON
SRP,12/06/2016 12:00:00 AM,0110,163410009,,1154,SUSPICIOUS VEHICLE,5,OFFICER,HRI,1,2016,1,2 Tue,,2016_12,"(38.431183477718626, -122.722834513576)",SUSPICIOUS VEHICLE
SRP,12/12/2016 12:00:00 AM,0754,163470038,,CO,COUNTY / CITY ORDINANCE,2,PHONE,HRI,7,2016,1,1 Mon,,2016_12,"(38.466713262063806, -122.72071065521284)",COUNTY / CITY ORDINANCE
SRP,03/26/2017 12:00:00 AM,1957,170850214,,MD,MAN DOWN,9,PHONE,HRI,19,2017,1,0 Sun,,2017_03,"(38.438992977930646, -122.72152742512316)",MAN DOWN
SRP,05/05/2017 12:00:00 AM,1716,171250294,,1017,SECURITYCHECK,7,OFFICER,HRI,17,2017,1,5 Fri,,2017_05,"(38.425194361654924, -122.76755246984915)",SECURITYCHECK
SRP,01/30/2017 12:00:00 AM,0715,170300035,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,7,2017,1,1 Mon,,2017_01,"(38.4413635208541, -122.71166352360018)",OUT WITH SUBJECT
SRP,02/11/2017 12:00:00 AM,1655,170420211,,415U,DISTURBANCE UNWANTED GUEST,2,PHONE,HRI,16,2017,1,6 Sat,,2017_02,"(38.45898052087518, -122.71674570039349)",DISTURBANCE UNWANTED GUEST
SRP,04/04/2017 12:00:00 AM,1910,170940431,,UNWANTED,UNWANTED GUEST,1,PHONE,HRI,19,2017,1,2 Tue,,2017_04,"(38.46883380988099, -122.74358552508367)",UNWANTED GUEST
SRP,12/18/2016 12:00:00 AM,1427,163530138,,AASR,AGENCY ASSIST - BY SANTA ROSA PD,1,PHONE,HRI,14,2016,1,0 Sun,,2016_12,"(38.45789452383973, -122.73185636382087)",OTHER
SRP,02/10/2017 12:00:00 AM,0320,170410024,,1154,SUSPICIOUS VEHICLE,3,OFFICER,HRI,3,2017,1,5 Fri,,2017_02,"(38.460577148721214, -122.76910251400551)",SUSPICIOUS VEHICLE
SRP,03/22/2017 12:00:00 AM,1552,170810230,,1066,SUSPICIOUS PERSON,1,PHONE,HRI,15,2017,1,3 Wed,,2017_03,"(38.46023769363311, -122.72955093743842)",SUSPICIOUS PERSON
SRP,06/15/2017 12:00:00 AM,1410,171660279,,UNWANTED,UNWANTED GUEST,1,PHONE,HRI,14,2017,1,4 Thu,,2017_06,"(38.4602733125243, -122.72999832758086)",UNWANTED GUEST
SRP,03/08/2017 12:00:00 AM,0721,170670055,,OWS,OUT WITH SUBJECT,2,OFFICER,HRI,7,2017,1,3 Wed,,2017_03,"(38.46096379697441, -122.7245641802126)",OUT WITH SUBJECT
SRP,04/28/2017 12:00:00 AM,0052,171180016,,UNWANTED,UNWANTED GUEST,9,PHONE,HRI,0,2017,1,5 Fri,,2017_04,"(38.440726791375035, -122.71958972371435)",UNWANTED GUEST
SRP,01/15/2017 12:00:00 AM,0937,170150099,,LF,LAW ENFORCEMENT AND FIRE RELATED EVENT,5,PHONE,HRI,9,2017,1,0 Sun,,2017_01,"(38.43315080586788, -122.74384272232827)",OTHER
SRP,06/29/2017 12:00:00 AM,1157,171800155,170008489,CO,COUNTY / CITY ORDINANCE,9,OFFICER,HRI,11,2017,1,4 Thu,,2017_06,"(38.438958049336065, -122.71920183347349)",COUNTY / CITY ORDINANCE
SRP,04/18/2017 12:00:00 AM,2028,171080403,,1066,SUSPICIOUS PERSON,7,PHONE,HRI,20,2017,1,2 Tue,,2017_04,"(38.413299872198266, -122.7178373856383)",SUSPICIOUS PERSON
SRP,08/09/2017 12:00:00 AM,1159,172210179,,UNWANTED,UNWANTED GUEST,1,PHONE,HRI,11,2017,1,3 Wed,,2017_08,"(38.46886945186813, -122.7298067344332)",UNWANTED GUEST
SRP,05/12/2017 12:00:00 AM,1534,171320259,,1066,SUSPICIOUS PERSON,3,PHONE,HRI,15,2017,1,5 Fri,,2017_05,"(38.47830613232007, -122.7602562578611)",SUSPICIOUS PERSON
SRP,07/07/2017 12:00:00 AM,1402,171880199,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,14,2017,1,5 Fri,,2017_07,"(38.44007946301043, -122.7137176484884)",OUT WITH SUBJECT
SRP,08/02/2017 12:00:00 AM,1205,172140152,,T,TRAFFIC STOP,9,OFFICER,HRI,12,2017,1,3 Wed,,2017_08,"(38.43972095592681, -122.71971925262682)",OTHER
SRP,11/08/2016 12:00:00 AM,1312,163130211,,415U,DISTURBANCE UNWANTED GUEST,2,PHONE,HRI,13,2016,1,2 Tue,,2016_11,"(38.449230794886006, -122.72490963854905)",DISTURBANCE UNWANTED GUEST
SRP,06/11/2017 12:00:00 AM,1629,171620171,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,16,2017,1,0 Sun,,2017_06,"(38.45996847493274, -122.7326075133945)",OUT WITH SUBJECT
SRP,04/24/2017 12:00:00 AM,1625,171140210,,1154,SUSPICIOUS VEHICLE,5,OFFICER,HRI,16,2017,1,1 Mon,,2017_04,"(38.42728268671444, -122.74340814830671)",SUSPICIOUS VEHICLE
SRP,02/17/2017 12:00:00 AM,0913,170480089,,UNWANTED,UNWANTED GUEST,4,PHONE,HRI,9,2017,1,5 Fri,,2017_02,"(38.450946442545444, -122.6913975112546)",UNWANTED GUEST
SRP,03/26/2017 12:00:00 AM,0703,170850060,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,7,2017,1,0 Sun,,2017_03,"(38.435213716743945, -122.7136969931988)",COUNTY / CITY ORDINANCE
SRP,12/09/2016 12:00:00 AM,1700,163440317,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,17,2016,1,5 Fri,,2016_12,"(38.46038980141903, -122.73285280888221)",OUT WITH SUBJECT
SRP,03/09/2017 12:00:00 AM,0134,170680017,,OWS,OUT WITH SUBJECT,,OFFICER,HRI,1,2017,1,4 Thu,,2017_03,"(38.42782157738471, -122.7364426006996)",OUT WITH SUBJECT
SRP,11/09/2016 12:00:00 AM,1517,163140196,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,15,2016,1,3 Wed,,2016_11,"(38.435213716743945, -122.7136969931988)",OUT WITH SUBJECT
SRP,12/05/2016 12:00:00 AM,1607,163400265,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,16,2016,1,1 Mon,,2016_12,"(38.47358587764026, -122.73216381860979)",OUT WITH SUBJECT
SRP,05/10/2017 12:00:00 AM,0802,171300076,,1017,SECURITYCHECK,2,OFFICER,HRI,8,2017,1,3 Wed,,2017_05,"(38.46101512132735, -122.72513745902523)",SECURITYCHECK
SRP,07/02/2017 12:00:00 AM,2105,171830288,,EXPAT,EXTRA PATROL,1,PHONE,HRI,21,2017,1,0 Sun,,2017_07,"(38.47487729455379, -122.73290362074756)",OTHER
SRP,04/29/2017 12:00:00 AM,2158,171190328,,FD,FLAGGED DOWN BY CITIZEN,2,OFFICER,HRI,21,2017,1,6 Sat,,2017_04,"(38.462172555156315, -122.7121082712144)",OTHER
SRP,01/11/2017 12:00:00 AM,1042,170110131,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,10,2017,1,3 Wed,,2017_01,"(38.43778660197318, -122.72386488764361)",OUT WITH SUBJECT
SRP,04/21/2017 12:00:00 AM,1149,171110161,,1066,SUSPICIOUS PERSON,5,PHONE,HRI,11,2017,1,5 Fri,,2017_04,"(38.42757537436206, -122.74101999352882)",SUSPICIOUS PERSON
SRP,01/26/2017 12:00:00 AM,2355,170260439,,MD,MAN DOWN,9,PHONE,HRI,23,2017,1,4 Thu,,2017_01,"(38.44160720882907, -122.7289557556492)",MAN DOWN
SRP,04/09/2017 12:00:00 AM,1720,170990188,,CTW,CHECK THE WELFARE,2,PHONE,HRI,17,2017,1,0 Sun,,2017_04,"(38.450540677519335, -122.7120936291836)",CHECK THE WELFARE
SRP,07/04/2017 12:00:00 AM,0920,171850100,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,9,2017,1,2 Tue,,2017_07,"(38.459904460097526, -122.7283985433917)",OUT WITH SUBJECT
